"seqname","seqdate","tissue","Name","Formula","ion.mode.seq","m.z","RT.seq","RT.library","RT.diff","mzCloud.Best.Match","mzCloud.Best.Match.Confidence","Annot..DeltaMass..ppm.","Calc..MW","CJ","Detected.in","confirmation","HMDB.ID"
"ldlr_serum_apr2022","2023-04","Serum","2-Hydroxyhippuric acid","C9H9NO4","Nega",194.04611,5.581,NA,NA,89.3,51.1,1.19,195.05339,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","2-Hydroxymyristic acid","C14H28O3","Nega",243.19659,2.572,2.46,0.112,85.3,9.3,0.08,244.20387,"CJ0977","Nega","DDA","HMDB0002261"
"ldlr_serum_apr2022","2023-04","Serum","2-Hydroxypyridine","C5H5NO","Posi",96.04425,3.15,3.64,-0.49,57.3,7.9,-3.12,95.03682,"CJ0028","Both","Sigma","HMDB0013751"
"ldlr_serum_apr2022","2023-04","Serum","2-Hydroxyquinoline","C9H7NO","Posi",146.05989,11.835,NA,NA,84.3,58.8,-0.98,145.05262,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","2-Indolecarboxylic acid","C9H7NO2","Nega",160.04057,8.896,8.49,0.406000000000001,74.4,29.9,1.04,161.04785,"CJ0978","Nega","DDA","HMDB0002285"
"ldlr_serum_apr2022","2023-04","Serum","2-Indolecarboxylic acid","C9H7NO2","Posi",162.05389,8.899,8.49,0.408999999999999,80,72.9,-6.62,161.04661,"CJ0978","Nega","DDA","HMDB0002285"
"ldlr_serum_apr2022","2023-04","Serum","2-Isopropylaniline","C9H13N","Posi",136.11178,1.048,NA,NA,71.6,45.1,-2.24,135.1045,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","2-Isopropylmalic acid","C7H12O5","Nega",175.06222,12.819,13.52066667,-0.70166667,54.4,64,5.81,176.0695,"CJ1104",NA,"DDA","HMDB0000402"
"ldlr_serum_apr2022","2023-04","Serum","2-Methylbutyrylglycine","C7H13NO3","Nega",158.08239,4.206,3.73,0.476,87,50.5,0.79,159.08967,"CJ0980","Nega","DDA","HMDB0000339"
"ldlr_serum_apr2022","2023-04","Serum","2-Methylglutaric acid","C6H10O4","Nega",145.05226,18.168,12.05,6.118,53.1,7.7,11.12,146.05953,"CJ0033","Nega","Sigma","HMDB0000422"
"ldlr_serum_apr2022","2023-04","Serum","2-Methylhippuric acid","C10H11NO3","Nega",192.06666,2.992,3.4785,-0.4865,91.9,9.6,0.21,193.07393,"CJ0981",NA,"DDA","HMDB0011723"
"ldlr_serum_apr2022","2023-04","Serum","2-Methylhippuric acid","C10H11NO3","Posi",194.08032,3.955,3.4785,0.4765,91.8,9.6,-4.11,193.0731,"CJ0981",NA,"DDA","HMDB0011723"
"ldlr_serum_apr2022","2023-04","Serum","2-Methylpropanal","C4H8O","Posi",73.06471,1.141,2.55,-1.409,66.3,8.3,-2.81,72.05731,"CJ0035","Both","Sigma","HMDB0031243"
"ldlr_serum_apr2022","2023-04","Serum","2-Naphthalenesulfonic acid","C10H8O3S","Nega",207.01214,2.364,2.07,0.294,94.1,9.7,0.01,208.01942,"CJ0982","Nega","DDA","HMDB0255446"
"ldlr_serum_apr2022","2023-04","Serum","2-Oxindole","C8H7NO","Posi",134.05979,7.295,NA,NA,82.5,56.3,-2.01,133.0525,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","2-Phosphoglyceric acid","C3H7O7P","Nega",184.98569,15.177,14.88,0.296999999999999,73.7,8.7,0.16,185.99297,"CJ0037","Both","Sigma","HMDB0000362"
"ldlr_serum_apr2022","2023-04","Serum","2-Piperidinone","C5H9NO","Posi",100.07523,13.954,13.7,0.254000000000001,79.4,30.1,-4.68,99.06795,"CJ0983","Posi","DDA","HMDB0011749"
"ldlr_serum_apr2022","2023-04","Serum","2-Pyrocatechuic acid","C7H6O4","Nega",153.01934,2.533,2.4,0.133,82.4,34.9,0.02,154.02661,"CJ0013","Nega","Sigma","HMDB0000397"
"ldlr_serum_apr2022","2023-04","Serum","2-[(1-ethyl-1H-1,2,3,4-tetraazol-5-yl)sulfanyl]-1-(4-phenylpiperazino)-1-ethanone","C15H20N6OS","Nega",331.13082,3.785,NA,NA,60.1,8,-11.55,332.13809,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","2-[(1S,2S,4aR,8aS)-1-hydroxy-4a-methyl-8-methylidene-decahydronaphthalen-2-yl]prop-2-enoic acid","C15H22O3","Posi",251.16081,6.289,NA,NA,50.2,22.5,-11.77,250.15395,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","2-[2-(3,4-dichlorophenyl)acetyl]-N-propylhydrazine-1-carbothioamide","C12H15Cl2N3OS","Posi",320.03448,2.38,NA,NA,71.9,8.6,-12.79,319.02721,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","2-[3-(trifluoromethyl)-1H-pyrazol-1-yl]-4H-chromen-4-one","C13H7F3N2O2","Posi",281.04971,8.333,NA,NA,63.8,8.2,-12.6,280.04243,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","2-aminophenol","C6H7NO","Nega",108.04543,2.32,2.6,-0.28,83.9,9.2,-0.51,109.05271,"CJ0023","Both","Sigma",NA
"ldlr_serum_apr2022","2023-04","Serum","2-aminophenol","C6H7NO","Posi",110.05975,1.38,2.6,-1.22,77.9,8.9,-2.91,109.05245,"CJ0023","Both","Sigma",NA
"ldlr_serum_apr2022","2023-04","Serum","2-chloro-6-(1,4-thiazinan-4-yl)benzonitrile","C11H11ClN2S","Posi",239.03936,8.125,NA,NA,74,8.7,-4.48,238.03208,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","2-fluoro-6-(4-methoxyphenoxy)benzonitrile","C14H10FNO2","Posi",244.07824,10.746,10.52,0.226000000000001,63.4,8.2,5.79,243.07096,"CJ0971","Posi","DDA",NA
"ldlr_serum_apr2022","2023-04","Serum","2-methyl-1,2-dihydrophthalazin-1-one","C9H8N2O","Posi",161.06964,8.468,NA,NA,56.7,42,-8.12,160.06236,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","2-phenyl-4H-furo[2,3-h]chromen-4-one","C17H10O3","Posi",263.07213,12.787,NA,NA,54.8,41.7,7.1,262.06485,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","2-{[(1-methyl-1H-pyrazol-5-yl)amino]methylene}malononitrile","C8H7N5","Nega",172.06322,8.042,NA,NA,60.3,65.1,2.01,173.07049,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","2-{[4-(4-chlorophenoxy)anilino]methyl}isoindoline-1,3-dione","C21H15ClN2O3","Posi",379.08328,14.876,NA,NA,65.4,8.3,-2.99,378.07599,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","25P-NBOMe","C21H29NO3","Posi",344.21564,2.793,NA,NA,52.7,7.6,-18.82,343.20828,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3,3-Dimethylglutaric acid","C7H12O4","Nega",159.06795,18.294,NA,NA,74.8,8.7,10.4,160.07522,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3,4,5-trihydroxy-6-methyloxan-2-yl 2-(methylamino)benzoate","C14H19NO6","Posi",298.12507,12.771,NA,NA,66.1,8.3,-11.59,297.11779,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3,4,5-trihydroxycyclohex-1-ene-1-carboxylic acid","C7H10O5","Nega",173.04516,2.638,NA,NA,57.7,44.9,-2.21,174.05244,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3,4-Dihydroxybenzeneacetic acid","C8H8O4","Nega",167.03505,4.107,2.71,1.397,55.3,53,0.43,168.04233,"CJ0045","Both","Sigma","HMDB0001336"
"ldlr_serum_apr2022","2023-04","Serum","3,4-Dihydroxybenzeneacetic acid","C8H8O4","Nega",167.03505,4.107,13.684,-9.577,55.3,53,0.43,168.04233,"CJ1058","Nega","DDA","HMDB0001336"
"ldlr_serum_apr2022","2023-04","Serum","3,4-Dihydroxyhydrocinnamic acid","C9H10O4","Nega",181.05093,3.334,3.985,-0.651,85.3,67,1.65,182.05821,"CJ1059",NA,"DDA","HMDB0000423"
"ldlr_serum_apr2022","2023-04","Serum","3-(1-cyano-1,2-dihydroisoquinolin-2-yl)-3-oxopropyl propionate","C16H16N2O3","Nega",283.10884,2.908,2.35,0.558,56.5,53.2,0.09,284.11612,"CJ0984","Nega","DDA",NA
"ldlr_serum_apr2022","2023-04","Serum","3-Amino-2-piperidone","C5H10N2O","Posi",115.08597,9.256,NA,NA,81.2,9.1,-2.94,114.07898,"CJ1270",NA,NA,"HMDB0000323"
"ldlr_serum_apr2022","2023-04","Serum","3-Aminopyrrolidine","C4H10N2","Posi",87.09151,12.554,NA,NA,86.8,54,-2.38,86.08419,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-Aminosalicylic acid","C7H7NO3","Nega",152.03574,3.139,NA,NA,86.4,9.3,2.79,153.04302,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-Aminosalicylic acid","C7H7NO3","Posi",154.04932,4.507,NA,NA,75.5,47.4,-3.58,153.04205,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-Furoic acid","C5H4O3","Nega",111.00906,12.957,14.37,-1.413,74,29.6,2.6,112.01634,"CJ0987","Nega","DDA","HMDB0000444"
"ldlr_serum_apr2022","2023-04","Serum","3-Hydroxy-2-methylpyridine","C6H7NO","Nega",108.04431,2.306,NA,NA,83.9,9.2,-10.78,109.05159,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-Hydroxy-2-methylpyridine","C6H7NO","Posi",110.05948,1.055,NA,NA,69.7,8.5,-5.14,109.0522,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-Hydroxyanthranilic acid","C7H7NO3","Posi",154.0493,3.614,7.69,-4.076,83.3,32.5,-3.39,153.04207,"CJ0054","Both","Sigma","HMDB0001476"
"ldlr_serum_apr2022","2023-04","Serum","3-Hydroxybenzoic acid","C7H6O3","Nega",137.0245,2.664,3.8,-1.136,82.1,34.7,0.63,138.03178,"CJ0056","Nega","Sigma","HMDB0002466"
"ldlr_serum_apr2022","2023-04","Serum","3-Hydroxyhippuric acid","C9H9NO4","Nega",194.04614,4.442,3.431666667,1.010333333,87.4,50.6,1.35,195.05342,"CJ1092",NA,"DDA","HMDB0006116"
"ldlr_serum_apr2022","2023-04","Serum","3-Hydroxypyridine","C5H5NO","Posi",96.04394,7.547,NA,NA,81.5,9.1,-4.61,95.03668,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-Indoxyl sulphate","C8H7NO4S","Nega",212.00239,3.545,NA,NA,73.2,49.8,0.43,213.00967,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-Isopropylmalic acid","C7H12O5","Nega",175.06287,3.54,NA,NA,61.8,8.1,9.49,176.07014,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-Ketosphingosine","C18H35NO2","Posi",298.27245,2.396,2.32,0.0760000000000001,83.6,77.7,-5.25,297.26522,"CJ0988","Posi","DDA","HMDB0245914"
"ldlr_serum_apr2022","2023-04","Serum","3-Methoxy-4-hydroxyphenylethyleneglycol sulfate","C9H12O7S","Nega",263.02301,2.388,2.35,0.0379999999999998,82.4,67,-0.34,264.03028,"CJ0989","Nega","DDA","HMDB0000559"
"ldlr_serum_apr2022","2023-04","Serum","3-Methyl-1-phenyl-1H-pyrazol-5-amine","C10H11N3","Posi",174.1023,3.669,NA,NA,55.1,36.8,-2.35,173.09489,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-Methyladipic acid","C7H12O4","Nega",159.06748,12.656,12.34,0.316000000000001,79.8,54.1,7.48,160.07476,"CJ0990","Nega","DDA","HMDB0000555"
"ldlr_serum_apr2022","2023-04","Serum","3-Methyladipic acid","C7H12O4","Posi",161.08171,12.596,12.34,0.256,62,65.6,5.14,160.07438,"CJ0990","Nega","DDA","HMDB0000555"
"ldlr_serum_apr2022","2023-04","Serum","3-Methylcrotonylglycine","C7H11NO3","Nega",156.06687,4.006,4.256,-0.25,84.3,70.9,1.61,157.07415,"CJ1123",NA,"DDA","HMDB0000459"
"ldlr_serum_apr2022","2023-04","Serum","3-Methylcrotonylglycine","C7H11NO3","Posi",158.08086,2.801,4.256,-1.455,78.4,8.9,0.95,157.07404,"CJ1123",NA,"DDA","HMDB0000459"
"ldlr_serum_apr2022","2023-04","Serum","3-Methylhistidine","C7H11N3O2","Posi",170.09167,15.214,14.26,0.954000000000001,89.9,75.4,-4.34,169.08439,"CJ0070","Both","Sigma","HMDB0000479"
"ldlr_serum_apr2022","2023-04","Serum","3-Methyloxindole","C9H9NO","Posi",148.07544,1.519,2.57,-1.051,69.7,58.3,-1.67,147.06817,"CJ0064","Both","Sigma","HMDB0304943"
"ldlr_serum_apr2022","2023-04","Serum","3-Methylpyridine","C6H7N","Posi",94.06456,16.725,NA,NA,75.8,27.9,-5.96,93.05729,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-Methyluric acid","C6H6N4O3","Nega",181.0363,9.49,NA,NA,77.1,31.5,-2.29,182.04357,"CJ1290",NA,NA,"HMDB0001970"
"ldlr_serum_apr2022","2023-04","Serum","3-Oxooctadecanoic acid","C18H34O3","Nega",297.24345,2.356,2.15,0.206,52.2,43.6,-0.23,298.25073,"CJ0993","Nega","DDA","HMDB0010736"
"ldlr_serum_apr2022","2023-04","Serum","3-Pyridinol","C5H5NO","Posi",96.04379,1.071,NA,NA,85.4,9.3,-6.2,95.03652,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-[(1R,9S)-11-(1-Methyl-4-piperidinyl)-6-oxo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-5-yl]benzonitrile","C24H28N4O","Posi",389.22669,12.968,NA,NA,50.4,7.5,-17.78,388.21941,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-[(3-chloro-4-hydroxy-5-methylanilino)methylidene]pentane-2,4-dione","C13H14ClNO3","Posi",268.07235,11.996,NA,NA,52.7,41.4,-4.31,267.06507,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-[(benzyloxy)carbonyl]-2-oxoimidazolidine-4-carboxylic acid hydrate","C12H12N2O5","Posi",265.07977,5.979,NA,NA,54.2,7.7,-8.04,264.0725,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-[4-(tert-butyl)phenyl]-4-(3-methoxypropyl)-4,5-dihydro-1H-1,2,4-triazole-5-thione","C16H23N3OS","Posi",306.16622,3.726,NA,NA,63.5,23.8,9.25,305.15901,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-allyl-2-[(4-chlorobenzyl)sulfanyl]-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-imine","C20H20ClN3S2","Posi",402.09228,8.327,NA,NA,60.2,8,16,401.08513,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-amino-1H-pyrazolo[4,3-c]pyridine-4,6-diol","C6H6N4O2","Nega",165.04034,14.162,NA,NA,53.8,43.7,-8.81,166.04761,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-hydroxydodec-2-enedioic acid","C12H20O5","Nega",243.1238,11.55,11.94671429,-0.396714289999998,72.4,67,0,244.13107,"CJ1000",NA,"DDA","HMDB0340673"
"ldlr_serum_apr2022","2023-04","Serum","3-hydroxyquinuclidine-3-carbonitrile hydrochloride","C8H12N2O","Posi",153.10122,10.225,NA,NA,65.4,8.3,-6.9,152.09391,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-methyl-5-(5-methyl-6-phenyl-1,2,3,6-tetrahydropyridin-2-yl)-2-phenylpyridine","C24H24N2","Posi",341.20404,2.351,NA,NA,67.1,39.1,8.28,340.19677,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-methyl-5-oxo-5-(4-toluidino)pentanoic acid","C13H17NO3","Posi",236.12608,14.66,NA,NA,71.8,8.6,-12.29,235.11795,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","3-tert-Butyladipic acid","C10H18O4","Nega",201.11334,2.552,NA,NA,62,61.9,0.52,202.12061,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4,7-Dioxoheptanoic acid","C7H10O4","Posi",159.06634,5.835,NA,NA,57.5,64.3,7.1,158.05903,"CJ1494",NA,NA,"HMDB0246616"
"ldlr_serum_apr2022","2023-04","Serum","4,7-dimethylpyrazolo[5,1-c][1,2,4]triazine-3-carbonitrile","C8H7N5","Posi",174.07719,5.886,3.32,2.566,59.5,8,-1.73,173.06985,"CJ0997","Posi","DDA",NA
"ldlr_serum_apr2022","2023-04","Serum","4-(1,1,3,3-Tetramethylbutyl)-phenol","C14H22O","Nega",205.1597,1.697,2.26,-0.563,74,8.7,-0.43,206.16698,"CJ0995","Nega","DDA","HMDB0013825"
"ldlr_serum_apr2022","2023-04","Serum","4-(1H-1,2,4-triazol-1-yl)aniline","C8H8N4","Posi",161.08197,5.989,NA,NA,73.8,70.7,-1.57,160.07464,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-(2,3-dihydro-1,4-benzodioxin-6-yl)butanoic acid","C12H14O4","Posi",223.0958,1.112,NA,NA,60.3,42.6,-2.85,222.08858,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-(2-Aminophenyl)-2,4-dioxobutanoic acid","C10H9NO4","Posi",208.05905,2.522,NA,NA,53.1,7.7,-6.68,207.05177,"CJ1294",NA,NA,"HMDB0000978"
"ldlr_serum_apr2022","2023-04","Serum","4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","C15H14ClFN2","Posi",277.08869,13.166,NA,NA,50.4,41,-5.57,276.08142,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-(diphenylphosphoryloxyamino)benzonitrile isomer","C19H15N2O2P","Posi",335.09369,14.118,NA,NA,78.2,8.9,-2.11,334.08641,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-Acetamidobenzaldehyde","C9H9NO2","Posi",164.0704,8.84,NA,NA,85.6,69.4,-1.29,163.06312,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-Acetamidobenzoic acid","C9H9NO3","Nega",178.05083,5.213,NA,NA,82,49.1,-0.74,179.05811,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-Aminohippuric acid","C9H10N2O3","Nega",193.06205,6.123,5.58,0.543,92.1,55.8,0.94,194.06932,"CJ0998","Posi","DDA","HMDB0001867"
"ldlr_serum_apr2022","2023-04","Serum","4-Dodecylbenzenesulfonic acid","C18H30O3S","Nega",325.18371,6.481,NA,NA,87.4,76.9,-1.77,326.19099,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-Hydroxy-6-methyl-2-pyrone","C6H6O3","Nega",125.02457,12.908,NA,NA,71.6,8.6,1.19,126.03184,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-Hydroxybenzaldehyde","C7H6O2","Nega",121.0297,8.381,2.6,5.781,78.3,8.9,1.65,122.03698,"CJ0079","Both","Sigma","HMDB0011718"
"ldlr_serum_apr2022","2023-04","Serum","4-Hydroxybenzaldehyde","C7H6O2","Posi",123.04282,11.767,2.6,9.167,73.3,26.4,-10.01,122.03556,"CJ0079","Both","Sigma","HMDB0011718"
"ldlr_serum_apr2022","2023-04","Serum","4-Hydroxybenzotriazole","C6H5N3O","Posi",136.05054,5.565,NA,NA,59.7,8,-0.8,135.04315,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-Hydroxyindole","C8H7NO","Posi",134.05922,8.253,NA,NA,86.7,62,-5.78,133.05199,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-Hydroxyproline","C5H9NO3","Nega",130.05119,14.142,13.88,0.261999999999999,51.5,43.4,1.74,131.05847,"CJ0568","Both","Sigma","HMDB0000725"
"ldlr_serum_apr2022","2023-04","Serum","4-Hydroxyproline","C5H9NO3","Posi",132.06528,14.13,13.88,0.25,89.9,9.5,-1.89,131.058,"CJ0568","Both","Sigma","HMDB0000725"
"ldlr_serum_apr2022","2023-04","Serum","4-Methylbenzotriazole","C7H7N3","Nega",132.0571,6.776,NA,NA,55.6,43.9,2.82,133.06437,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-Methylphenol","C7H8O","Nega",107.05026,5.645,NA,NA,93.7,52.4,0.19,108.05754,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-Morpholinepropanesulfonic acid","C7H15NO4S","Posi",210.0755,4.017,NA,NA,82.6,76.7,-19.66,209.06807,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-Nitroaniline","C6H6N2O2","Nega",137.03599,2.538,NA,NA,84.2,9.2,2.48,138.04327,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-Oxoproline","C5H7NO3","Nega",128.03514,12.059,9.67,2.389,68.3,8.4,-1.35,129.04242,"CJ0461","Both","Sigma","HMDB0304793"
"ldlr_serum_apr2022","2023-04","Serum","4-Oxoproline","C5H7NO3","Posi",130.04947,10.096,9.67,0.426,70.2,8.5,-3.14,129.04219,"CJ0461","Both","Sigma","HMDB0304793"
"ldlr_serum_apr2022","2023-04","Serum","4-Piperidone","C5H9NO","Posi",100.0754,3.13,NA,NA,76,8.8,-3.13,99.0681,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-Pyridoxic acid","C8H9NO4","Nega",182.04574,2.348,2.26,0.0880000000000001,93.6,58.9,-0.77,183.05302,"CJ0084","Both","Sigma","HMDB0000017"
"ldlr_serum_apr2022","2023-04","Serum","4-Pyridoxic acid","C8H9NO4","Posi",184.05977,2.296,2.26,0.036,92.7,83.3,-3.58,183.0525,"CJ0084","Both","Sigma","HMDB0000017"
"ldlr_serum_apr2022","2023-04","Serum","4-Trimethylammoniobutanoic acid","C7H15NO2","Posi",146.11659,15.281,14.53,0.751000000000001,91.3,9.6,-6.64,145.10932,"CJ0205","Both","Sigma","HMDB0001161"
"ldlr_serum_apr2022","2023-04","Serum","4-Trimethylammoniobutanoic acid","C7H15NO2","Posi",146.11659,15.281,NA,NA,91.3,9.6,-6.64,145.10932,"CJ1545",NA,NA,"HMDB0001161"
"ldlr_serum_apr2022","2023-04","Serum","4-[(Dimethylamino)methylidene]-1-phenyl-3-(trifluoromethyl)-4,5-dihydro-1H-pyrazol-5-one","C13H12F3N3O","Posi",284.10129,7.612,NA,NA,52.8,44.9,2.71,283.09401,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-[1-(dimethylamino)ethylidene]-2-phenyl-1,3-oxazol-5(4H)-one","C13H14N2O2","Posi",231.11119,3.665,NA,NA,55.4,54.5,-7.27,230.10385,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-[4-(1-phenyl-1H-1,2,4-triazol-5-yl)-1,3-thiazol-2-yl]pyridine","C16H11N5S","Posi",306.07991,10.451,NA,NA,74.6,46.9,-2.92,305.07263,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-[5-(4-chloro-2-nitrophenyl)-2-furyl]-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarbonitrile isomer","C19H13ClN4O3","Posi",381.07182,14.713,NA,NA,58,7.9,-8.09,380.06454,"CJ1298",NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-chloro-1H-indazol-3-amine","C7H6ClN3","Nega",166.01543,3.857,NA,NA,52.3,43.5,-13.9,167.0227,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-methyl-5-oxo-2-pentyl-2,5-dihydrofuran-3-carboxylic acid","C11H16O4","Posi",213.11294,5.805,NA,NA,65.9,8.3,3.06,212.10551,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-piperidinecarboxamide isomer","C6H12N2O","Posi",129.10202,8.012,NA,NA,53.9,22.8,-1.71,128.09474,"CJ1306",NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-{[2-(4-fluorophenyl)-2-oxoethyl]amino}-4-oxobutanoic acid","C12H12FNO4","Nega",252.07226,13.282,NA,NA,53.2,25.5,17.8,253.07954,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","4-{[5-(7-hydroxy-5,5,8a-trimethyl-2-methylidene-decahydronaphthalen-1-yl)-3-methylpentyl]oxy}-4-oxobutanoic acid","C24H40O5","Posi",409.28952,2.431,NA,NA,57.8,37.3,-12.97,408.28228,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","5'-Deoxyadenosine","C10H13N5O3","Posi",252.1085,3.345,4.54,-1.195,51.7,36.1,-2.47,251.10122,"CJ0089","Both","Sigma","HMDB0001983"
"ldlr_serum_apr2022","2023-04","Serum","5'-Methylthioadenosine","C11H15N5O3S","Posi",298.09558,3.781,3.31,0.471,85.1,33.5,-4.33,297.08827,"CJ0396","Posi","Sigma","HMDB0001173"
"ldlr_serum_apr2022","2023-04","Serum","5,5-dimethyl-3-morpholinocyclohex-2-en-1-one","C12H19NO2","Posi",210.14763,11.236,NA,NA,67.6,24.2,-5.85,209.14036,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","5,6,7,8-Tetrahydrobenzo[4,5]thieno[2,3-d]pyrimidin-4-amine","C10H11N3S","Posi",206.07275,2.808,NA,NA,50.8,62.3,-9.25,205.06547,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","5,6-Dihydrouridine","C9H14N2O6","Nega",245.07789,8.394,NA,NA,52.4,7.6,-0.08,246.08517,"CJ1310",NA,NA,"HMDB0000497"
"ldlr_serum_apr2022","2023-04","Serum","5,7-dihydroxy-6,8-dimethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one","C18H16O7","Posi",362.12394,2.44,NA,NA,56,37,1.57,344.09014,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","5-(2-Methylpropyl)tetrahydro-2-oxo-3-furancarboxylic acid","C9H14O4","Nega",185.0826,12.118,11.82,0.298,87,9.3,3.57,186.08987,"CJ1003","Nega","DDA","HMDB0030988"
"ldlr_serum_apr2022","2023-04","Serum","5-(2-Methylpropyl)tetrahydro-2-oxo-3-furancarboxylic acid","C9H14O4","Posi",187.09541,12.522,11.82,0.702,86.2,9.3,-6.53,186.08799,"CJ1003","Nega","DDA","HMDB0030988"
"ldlr_serum_apr2022","2023-04","Serum","5-(isopropylthio)-4-phenyl-4H-1,2,4-triazol-3-ol","C11H13N3OS","Posi",236.08246,3.66,NA,NA,59.2,8,-11.7,235.07518,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol","C14H16ClF3N4OS","Posi",381.07821,15.219,14.93,0.289,52.9,7.6,6.28,380.07093,"CJ1002","Posi","DDA",NA
"ldlr_serum_apr2022","2023-04","Serum","5-Aminolevulinic acid","C5H9NO3","Nega",130.05122,11.872,13.1,-1.228,66,8.3,1.94,131.0585,"CJ0087","Both","Sigma","HMDB0001149"
